firstName,middleInitial,lastName,age,sex,primaryAddress,NPI,enumerationDate,languagesSpoke,specialization,secondaryAddress,acceptedInsurance,newPatients,URL,primaryPhone,secondaryPhone,reviewAvg
David,K,Anderson,63,F,"4453 Pine Rd, Charlotte, TN 20264",5952642480,2011-07-17,Portuguese;Hindi,Dermatology,"750 Oak St, Charlotte, TX 73481",Kaiser;Aetna;UnitedHealth;BlueCross,False,https://www.anderson41.caregroup.com,414-527-1599,599-793-6793,2.74
William,M,Taylor,50,M,"6710 Oak St, Austin, TX 55562",6061044308,2014-01-30,Spanish;French;Mandarin,Cardiology,"8552 Oak St, Nashville, TN 31235",UnitedHealth;Cigna;Kaiser,True,https://www.taylor84.healthclinic.com,712-475-5989,855-232-9923,4.3
Richard,O,Williams,66,M,"2057 Pine Rd, Austin, NC 16734",7632018155,2023-08-28,English;Hindi;Portuguese,Radiology;Dermatology,"5570 Sunset Blvd, Atlanta, TX 32829",Cigna;Aetna;BlueCross,True,https://www.williams57.healthclinic.com,615-258-8929,928-517-1791,3.06
Jennifer,A,Martinez,52,F,"1274 Maple Ave, Austin, TX 19057",1557833251,2006-03-26,Arabic,Oncology;Dermatology,"4733 Sunset Blvd, Charlotte, GA 28210",Aetna;Humana;BlueCross;UnitedHealth,False,https://www.martinez26.caregroup.com,807-773-4815,864-660-3165,3.63
John,O,Miller,40,M,"8343 Cedar Ln, Orlando, GA 37032",4879220769,2018-08-22,German;Spanish,Family Medicine;Radiology,"2241 Cedar Ln, Atlanta, FL 74991",BlueCross;Cigna,True,https://www.miller25.medcare.org,488-606-4915,912-694-9533,4.07
James,B,Williams,36,M,"3135 Park Ave, Austin, NC 99964",2641523134,2024-03-30,Portuguese;English;Arabic,Family Medicine,"3451 Oak St, Miami, TN 41329",Cigna;UnitedHealth,False,https://www.williams58.healthclinic.com,823-670-6070,476-301-7524,2.99
Jessica,G,Johnson,58,F,"6359 Oak St, Charlotte, FL 70159",5555651868,2013-11-17,Mandarin,Oncology,"8958 Lakeview Dr, Nashville, TN 53224",BlueCross;Humana,True,https://www.johnson23.healthclinic.com,562-392-8405,768-561-7835,3.16
David,W,Martin,39,M,"6772 Elm St, Austin, TN 81089",6095009378,2023-08-14,Hindi,Neurology,"7685 Lakeview Dr, Raleigh, NC 15459",Kaiser;Aetna,True,https://www.martin36.medcare.org,316-545-2356,902-906-3126,4.47
Sarah,W,Garcia,51,F,"9235 Washington Ave, Jacksonville, NC 32060",4067771096,2005-12-13,Arabic;Hindi,Urology;Cardiology,"3245 Park Ave, Charlotte, TX 60775",Aetna;Humana;Kaiser,False,https://www.garcia44.healthclinic.com,480-200-7089,896-274-4137,4.15
Robert,Q,Gonzalez,68,F,"521 Maple Ave, Charlotte, FL 23956",5402561323,2011-07-15,Portuguese,Psychiatry;Urology,"4745 Washington Ave, Atlanta, NC 94246",Cigna;UnitedHealth;Humana,True,https://www.gonzalez17.caregroup.com,262-328-5159,663-456-5087,4.43
Karen,R,Smith,66,M,"5488 Maple Ave, Jacksonville, NC 75402",7247265023,2019-07-01,Hindi;Portuguese;English,Psychiatry,"721 Pine Rd, Miami, GA 21665",Cigna;BlueCross;UnitedHealth,False,https://www.smith25.caregroup.com,601-963-3114,393-869-3446,3.22
Barbara,H,Johnson,46,M,"3162 Elm St, Raleigh, NC 67505",7143999820,2011-01-29,Spanish;German,Neurology,"8411 Maple Ave, Miami, NC 33650",Cigna;Humana,True,https://www.johnson83.healthclinic.com,924-564-3221,835-496-8852,4.33
David,W,Martinez,62,M,"6078 Cedar Ln, Dallas, NC 18926",9472864181,2021-11-27,Portuguese,Psychiatry,"2871 Hillcrest Rd, Dallas, NC 99744",Cigna;Kaiser;UnitedHealth,True,https://www.martinez49.healthclinic.com,469-864-7788,498-210-7554,4.9
David,L,Moore,58,M,"3963 Cedar Ln, Jacksonville, TX 41887",8621074296,2012-02-19,German;Hindi;Portuguese,Radiology,"986 Sunset Blvd, Orlando, TN 25227",Humana;UnitedHealth,False,https://www.moore61.medcare.org,216-488-6699,746-782-8393,3.91
Mary,J,Jackson,67,F,"5039 Hillcrest Rd, Tampa, TX 34393",7204315538,2006-12-04,German;Spanish;Arabic,Orthopedics;Pediatrics,"2084 Park Ave, Jacksonville, TX 99662",BlueCross;Cigna;Aetna;Humana,True,https://www.jackson99.healthclinic.com,708-730-6325,729-535-7785,4.05
Elizabeth,A,Thomas,62,F,"1634 Elm St, Orlando, TX 35978",5051858432,2021-06-12,English;French;Spanish,Psychiatry,"8385 Park Ave, Jacksonville, FL 98093",Aetna;UnitedHealth;Cigna,False,https://www.thomas52.medcare.org,440-328-6692,789-487-2290,4.46
Sarah,E,Martin,57,M,"3289 Park Ave, Miami, TN 47665",5952868579,2019-04-11,German;Hindi;French,Family Medicine,"6655 Park Ave, Jacksonville, TN 21877",Kaiser;BlueCross,True,https://www.martin4.familydocs.net,678-910-7084,485-793-6003,4.63
Patricia,J,Wilson,42,M,"5240 Maple Ave, Atlanta, TN 95337",5109844262,2012-01-20,German;Spanish;Arabic,Family Medicine,"5363 Park Ave, Raleigh, FL 88735",UnitedHealth;Humana;Cigna,True,https://www.wilson17.familydocs.net,386-827-5417,692-285-3592,3.76
Karen,J,Taylor,54,M,"3897 Cedar Ln, Charlotte, FL 25518",6735915551,2011-08-02,Mandarin,Orthopedics,"4642 Park Ave, Austin, NC 17037",Cigna;Aetna;Humana,True,https://www.taylor9.healthclinic.com,688-463-3414,219-878-9439,4.05
Michael,P,Jackson,68,M,"8617 Elm St, Austin, NC 66168",5681687076,2009-07-07,French,Radiology,"3981 Lakeview Dr, Atlanta, GA 20313",UnitedHealth;BlueCross,False,https://www.jackson99.medcare.org,540-361-6912,335-837-7742,3.75
Elizabeth,R,Moore,60,M,"6953 Washington Ave, Orlando, TN 64880",1015883658,2008-06-21,English,Urology;Radiology,"7898 Hillcrest Rd, Raleigh, TN 21140",BlueCross;Cigna;UnitedHealth;Kaiser,False,https://www.moore3.medcare.org,363-701-6733,944-874-4063,4.67
Thomas,W,Johnson,54,F,"3773 Sunset Blvd, Atlanta, FL 20180",1865399837,2007-04-19,French;Spanish,Pediatrics;Dermatology,"819 Washington Ave, Orlando, TN 95181",UnitedHealth;Cigna;Humana;Kaiser,False,https://www.johnson92.caregroup.com,260-497-6625,661-535-1343,3.16
Charles,V,Jones,60,M,"2812 Washington Ave, Atlanta, TN 72941",9138623334,2007-01-18,Mandarin,Neurology;Cardiology,"4666 Maple Ave, Miami, TX 92915",BlueCross;Humana,False,https://www.jones4.medcare.org,869-922-3685,201-853-5756,4.9
Jessica,Q,Davis,42,F,"4792 Sunset Blvd, Nashville, NC 24296",9117540714,2019-09-17,Spanish;English;Portuguese,Cardiology,"3051 Sunset Blvd, Miami, NC 51089",UnitedHealth;Aetna;Humana,False,https://www.davis4.familydocs.net,475-906-3540,650-471-4941,3.06
Jessica,O,Martinez,32,M,"2594 Sunset Blvd, Tampa, TX 81392",7587971590,2011-10-31,Portuguese;Hindi;German,Neurology;Radiology,"361 Maple Ave, Raleigh, GA 69402",UnitedHealth;BlueCross;Cigna;Humana,True,https://www.martinez96.caregroup.com,480-460-3037,455-994-3171,4.13
William,S,Johnson,43,M,"7071 Maple Ave, Dallas, FL 94864",5586553137,2022-03-11,French,Oncology,"9510 Hillcrest Rd, Charlotte, NC 66541",Kaiser;BlueCross;UnitedHealth,False,https://www.johnson69.caregroup.com,342-276-1330,273-705-3656,3.89
Jennifer,W,Thomas,46,F,"4234 Park Ave, Miami, GA 51293",9546955048,2013-02-05,English;Hindi,Family Medicine,"1349 Hillcrest Rd, Austin, FL 50302",Humana;BlueCross;Cigna,True,https://www.thomas11.medcare.org,502-243-8141,280-410-4709,3.87
David,F,Jackson,33,F,"5476 Maple Ave, Nashville, FL 59904",5594874294,2010-01-31,French,Cardiology;Dermatology,"848 Oak St, Miami, TN 83093",Humana;Kaiser,True,https://www.jackson57.caregroup.com,502-905-1951,248-591-3982,2.81
John,W,Miller,66,F,"2038 Sunset Blvd, Charlotte, NC 69356",1616049239,2014-06-28,Mandarin,Psychiatry,"3669 Sunset Blvd, Tampa, NC 46525",BlueCross;UnitedHealth,True,https://www.miller53.caregroup.com,204-578-2440,437-280-9420,3.85
Jennifer,X,Hernandez,50,F,"3888 Washington Ave, Orlando, GA 80720",6695734773,2019-04-18,Portuguese;German,Psychiatry;Pediatrics,"5854 Washington Ave, Jacksonville, FL 51921",Kaiser;BlueCross;Humana;UnitedHealth,True,https://www.hernandez96.healthclinic.com,618-749-9422,969-646-3154,2.86
James,M,Miller,50,F,"483 Washington Ave, Nashville, TN 83620",9081973047,2013-08-13,Arabic,Orthopedics;Dermatology,"1309 Maple Ave, Jacksonville, GA 31698",Kaiser;Humana;Aetna;BlueCross,True,https://www.miller87.caregroup.com,758-945-9722,864-375-5823,3.79
Michael,X,Jones,55,M,"311 Hillcrest Rd, Charlotte, TN 51468",8487459353,2020-09-17,Spanish;Mandarin;German,Psychiatry,"3389 Elm St, Austin, GA 20333",Aetna;Cigna;BlueCross,False,https://www.jones90.healthclinic.com,302-929-7716,337-815-6420,4.67
Sarah,X,Brown,54,M,"854 Maple Ave, Austin, NC 71503",1241785068,2013-12-29,Portuguese,Orthopedics;Psychiatry,"8717 Maple Ave, Jacksonville, TN 44293",UnitedHealth;BlueCross,False,https://www.brown99.familydocs.net,312-213-2025,251-539-7312,2.8
Susan,Q,Martin,52,M,"8501 Maple Ave, Orlando, NC 56903",1053798418,2017-07-31,Mandarin;Portuguese;Arabic,Urology;Pediatrics,"4375 Lakeview Dr, Tampa, FL 50185",Kaiser;Cigna;BlueCross,False,https://www.martin89.caregroup.com,291-455-1218,800-278-5532,4.95
John,W,Martinez,45,M,"8256 Hillcrest Rd, Nashville, FL 60873",8859858670,2010-01-14,English;Mandarin;Spanish,Cardiology;Orthopedics,"5866 Elm St, Jacksonville, NC 42809",Kaiser;BlueCross;Aetna;Cigna,True,https://www.martinez1.medcare.org,865-988-6802,907-448-7459,4.52
David,C,Martinez,56,M,"5922 Pine Rd, Tampa, FL 69005",8855795684,2024-09-15,French,Cardiology;Pediatrics,"5054 Sunset Blvd, Raleigh, GA 91938",BlueCross;Cigna;Aetna;Kaiser,True,https://www.martinez55.healthclinic.com,309-250-1176,685-573-9639,3.22
William,K,Jones,66,F,"9979 Washington Ave, Tampa, TN 82752",6855331397,2009-01-25,Portuguese,Pediatrics;Psychiatry,"3544 Oak St, Miami, NC 86909",BlueCross;Humana;Aetna;Cigna,True,https://www.jones49.healthclinic.com,507-703-1184,579-978-6075,3.7
Patricia,C,Moore,37,M,"7955 Lakeview Dr, Miami, NC 10554",3971619864,2020-07-19,Spanish,Cardiology;Urology,"6019 Elm St, Raleigh, FL 53107",Humana;Aetna,False,https://www.moore24.healthclinic.com,751-558-2933,604-913-1606,3.26
John,M,Moore,36,M,"9147 Maple Ave, Charlotte, GA 53458",8155286811,2011-08-27,English;French;Mandarin,Oncology;Urology,"5522 Washington Ave, Miami, FL 40178",Kaiser;Cigna;BlueCross;UnitedHealth,True,https://www.moore6.healthclinic.com,680-448-3329,674-219-1453,3.11
Mary,Y,Anderson,53,M,"4768 Pine Rd, Austin, TX 90226",2533183264,2013-12-02,Hindi;Spanish;German,Orthopedics,"4683 Washington Ave, Charlotte, FL 71568",UnitedHealth;BlueCross;Humana,False,https://www.anderson34.medcare.org,664-919-3974,369-503-3657,3.51
Karen,G,Wilson,47,F,"5381 Elm St, Tampa, FL 91608",1976379195,2022-07-12,English,Psychiatry;Pediatrics,"6863 Lakeview Dr, Raleigh, TX 79264",UnitedHealth;Aetna;Humana;Cigna,True,https://www.wilson62.caregroup.com,945-814-4469,851-758-1704,2.79
Barbara,U,Smith,66,F,"2521 Pine Rd, Austin, GA 37901",2442969520,2005-06-19,Portuguese;Mandarin,Radiology,"7377 Maple Ave, Jacksonville, NC 94522",Cigna;UnitedHealth;Kaiser,False,https://www.smith50.medcare.org,489-719-1740,241-425-2922,4.68
Charles,V,Lopez,33,F,"795 Oak St, Austin, FL 13070",6704387611,2015-11-21,German;Arabic,Urology,"1326 Maple Ave, Nashville, TN 16873",Kaiser;Humana;Aetna;Cigna,True,https://www.lopez3.familydocs.net,587-572-6667,735-734-8381,3.11
Linda,C,Williams,46,F,"4938 Sunset Blvd, Charlotte, TX 32233",6852012597,2007-04-06,Arabic,Cardiology,"6394 Maple Ave, Austin, GA 58774",Humana;Cigna;BlueCross;Kaiser,False,https://www.williams64.medcare.org,573-978-9230,637-396-6363,4.96
Elizabeth,B,Rodriguez,62,F,"7393 Oak St, Tampa, NC 34588",4327755302,2008-07-01,Arabic;French,Oncology,"4759 Elm St, Miami, FL 61018",Aetna;Kaiser,True,https://www.rodriguez17.familydocs.net,909-332-2708,208-422-1494,3.24
Joseph,T,Williams,62,F,"1872 Sunset Blvd, Atlanta, NC 74642",5612264503,2007-05-13,German,Dermatology;Psychiatry,"8992 Hillcrest Rd, Miami, TX 44849",Cigna;UnitedHealth;Aetna;Humana,False,https://www.williams51.familydocs.net,743-728-9088,971-901-5879,4.77
Charles,E,Thomas,30,F,"1489 Pine Rd, Charlotte, NC 29377",2674056102,2009-11-22,French;Hindi;Spanish,Orthopedics,"6089 Cedar Ln, Dallas, GA 28326",BlueCross;UnitedHealth;Aetna,True,https://www.thomas98.familydocs.net,243-608-3951,467-290-5856,3.87
Thomas,R,Taylor,46,M,"1256 Hillcrest Rd, Miami, GA 65726",4834118061,2022-09-21,Arabic,Psychiatry,"4438 Lakeview Dr, Nashville, NC 64428",Kaiser;UnitedHealth;Aetna;BlueCross,True,https://www.taylor53.caregroup.com,946-587-2257,507-500-3775,2.88
Sarah,L,Hernandez,58,F,"8324 Hillcrest Rd, Tampa, TN 64560",7457841748,2014-08-10,English;Arabic;Spanish,Family Medicine;Oncology,"4118 Elm St, Miami, TX 39398",Aetna;Kaiser;Humana,False,https://www.hernandez57.healthclinic.com,300-927-4389,211-217-4679,2.86
Karen,A,Davis,41,F,"1662 Cedar Ln, Dallas, TN 54940",2740130178,2006-06-01,Mandarin,Oncology,"735 Oak St, Atlanta, GA 30784",Cigna;Humana;Kaiser;UnitedHealth,False,https://www.davis43.caregroup.com,370-877-2431,361-685-9842,4.41
Elizabeth,A,Rodriguez,30,F,"7485 Sunset Blvd, Tampa, TX 40060",2704875741,2022-11-06,Portuguese,Neurology,"5643 Washington Ave, Miami, TN 91819",Humana;Kaiser;Cigna;Aetna,True,https://www.rodriguez34.healthclinic.com,417-406-5154,437-429-6330,2.71
Elizabeth,T,Johnson,35,M,"5204 Maple Ave, Tampa, NC 87153",8000452849,2021-01-16,Portuguese,Oncology;Urology,"7033 Cedar Ln, Jacksonville, TX 37628",Kaiser;UnitedHealth,True,https://www.johnson54.healthclinic.com,801-724-1391,206-477-6385,2.68
Michael,Y,Taylor,61,M,"8357 Elm St, Jacksonville, TN 98729",7145916453,2005-07-03,Hindi;German;Mandarin,Radiology,"143 Elm St, Charlotte, GA 83645",Kaiser;Humana;Aetna,True,https://www.taylor38.caregroup.com,697-547-3334,439-638-3788,2.88
Thomas,A,Smith,66,M,"5042 Washington Ave, Orlando, FL 89354",5032922710,2012-07-01,Hindi;German,Radiology,"9203 Cedar Ln, Tampa, TX 50924",Kaiser;Cigna;Aetna,True,https://www.smith94.familydocs.net,743-353-3143,561-851-6703,4.82
Thomas,C,Smith,43,F,"6227 Pine Rd, Tampa, NC 40170",7315897322,2009-09-23,Spanish;Mandarin;French,Dermatology,"8184 Hillcrest Rd, Orlando, TN 89473",Humana;Aetna;Kaiser,True,https://www.smith43.familydocs.net,837-978-2364,243-318-1231,3.56
James,M,Taylor,52,M,"8440 Sunset Blvd, Dallas, FL 51622",4160564547,2024-04-26,English;Hindi;Portuguese,Psychiatry;Pediatrics,"4510 Park Ave, Raleigh, NC 64298",Humana;Cigna;Kaiser;Aetna,True,https://www.taylor82.caregroup.com,494-731-9632,698-547-7786,4.59
Jessica,V,Rodriguez,42,F,"7069 Pine Rd, Charlotte, TX 83586",2628160582,2018-06-03,Mandarin;English,Radiology,"9894 Lakeview Dr, Atlanta, TN 99913",Kaiser;Cigna,False,https://www.rodriguez85.familydocs.net,739-276-5712,682-598-8474,4.74
Sarah,G,Wilson,52,M,"8278 Elm St, Jacksonville, FL 62902",7452823813,2005-03-06,Hindi,Urology;Neurology,"3071 Washington Ave, Orlando, TN 10595",Kaiser;UnitedHealth,True,https://www.wilson17.healthclinic.com,436-753-1194,708-621-4950,2.69
Jessica,B,Martinez,33,M,"3038 Pine Rd, Atlanta, TN 87279",8926158768,2011-12-15,Spanish;German,Orthopedics,"3653 Maple Ave, Raleigh, TN 35778",Aetna;BlueCross;Cigna;Humana,True,https://www.martinez75.caregroup.com,542-665-5597,938-569-3257,2.52
Elizabeth,F,Wilson,31,M,"3871 Oak St, Austin, FL 33249",4387337667,2010-12-07,Spanish,Orthopedics;Cardiology,"5082 Sunset Blvd, Jacksonville, FL 71250",Kaiser;BlueCross;UnitedHealth,False,https://www.wilson81.medcare.org,832-872-3205,968-748-7241,4.36
James,U,Rodriguez,48,M,"1407 Elm St, Charlotte, FL 74656",3038648630,2006-06-21,Arabic;English;Portuguese,Oncology;Family Medicine,"2004 Washington Ave, Charlotte, TN 24202",Cigna;Kaiser;BlueCross;UnitedHealth,True,https://www.rodriguez94.caregroup.com,299-797-8368,321-365-3095,4.19
Thomas,R,Martinez,36,F,"1119 Maple Ave, Nashville, GA 55993",2614725380,2017-04-05,Spanish,Neurology,"4035 Park Ave, Nashville, GA 49387",UnitedHealth;Kaiser;BlueCross,True,https://www.martinez53.caregroup.com,443-356-1448,277-935-3525,2.5
Jessica,K,Martinez,38,M,"320 Washington Ave, Tampa, FL 67664",3799306816,2023-07-19,Spanish;German;Hindi,Pediatrics,"5682 Maple Ave, Raleigh, GA 45061",Kaiser;Humana;Aetna;BlueCross,True,https://www.martinez5.medcare.org,481-416-7547,838-324-2734,4.47
Jennifer,F,Brown,42,F,"9025 Maple Ave, Jacksonville, NC 76703",2725730127,2018-03-05,Spanish;Mandarin;Arabic,Family Medicine,"504 Oak St, Tampa, GA 13200",UnitedHealth;Kaiser,True,https://www.brown22.medcare.org,753-299-9266,234-428-5731,4.4
David,O,Moore,40,F,"1608 Maple Ave, Raleigh, TX 51827",2510878576,2007-08-05,Mandarin;Portuguese,Oncology,"4820 Park Ave, Dallas, NC 42842",Kaiser;Cigna;Humana;Aetna,True,https://www.moore11.healthclinic.com,356-227-8207,964-872-9273,4.08
Elizabeth,H,Martinez,67,M,"4920 Cedar Ln, Orlando, FL 22068",4917114096,2022-03-17,Hindi,Orthopedics;Urology,"9576 Pine Rd, Jacksonville, FL 99185",Cigna;Aetna;UnitedHealth;Kaiser,False,https://www.martinez85.familydocs.net,569-255-8989,881-815-7259,2.82
Mary,V,Wilson,69,M,"3442 Park Ave, Orlando, TN 41111",7880586694,2019-07-11,English;Arabic,Family Medicine;Neurology,"9926 Washington Ave, Austin, FL 75110",BlueCross;Aetna,True,https://www.wilson86.familydocs.net,869-873-3285,391-566-5936,4.84
Linda,B,Gonzalez,66,F,"4696 Elm St, Miami, TX 96260",7566021134,2024-09-13,Hindi,Pediatrics;Radiology,"3748 Oak St, Dallas, TN 27473",Humana;Cigna;BlueCross,False,https://www.gonzalez4.healthclinic.com,971-221-5162,889-727-2562,3.74
Linda,Y,Lopez,57,M,"7017 Park Ave, Orlando, TN 99550",2480628895,2023-05-12,English;Mandarin;French,Urology,"3562 Park Ave, Jacksonville, TN 66250",Aetna;BlueCross;UnitedHealth,True,https://www.lopez65.caregroup.com,221-294-7296,359-895-3550,3.86
Joseph,K,Garcia,40,M,"9695 Hillcrest Rd, Charlotte, FL 44910",3363789193,2009-10-20,Spanish;Mandarin;English,Cardiology,"2685 Sunset Blvd, Tampa, NC 78556",Kaiser;Humana;BlueCross,False,https://www.garcia22.caregroup.com,590-736-8681,280-899-3008,3.48
Thomas,N,Moore,54,F,"130 Cedar Ln, Charlotte, TX 35080",1765224044,2015-01-07,French,Orthopedics,"9724 Oak St, Jacksonville, TN 19658",Cigna;Humana;UnitedHealth;Aetna,False,https://www.moore61.familydocs.net,252-629-6712,584-360-5666,3.03
Elizabeth,Q,Martinez,58,M,"9008 Elm St, Charlotte, GA 46509",7264872680,2010-04-06,Hindi,Cardiology;Urology,"8852 Maple Ave, Atlanta, TX 59501",Kaiser;UnitedHealth,True,https://www.martinez66.medcare.org,651-576-4588,524-985-4572,2.88
John,G,Smith,32,M,"4897 Oak St, Nashville, TX 42752",4261087589,2006-12-04,English;Hindi;Mandarin,Orthopedics,"8135 Pine Rd, Jacksonville, TN 27761",BlueCross;Aetna;Kaiser,False,https://www.smith63.caregroup.com,662-740-9269,658-708-5796,3.8
Barbara,R,Taylor,61,M,"5068 Lakeview Dr, Orlando, NC 57631",2909026512,2007-08-06,Arabic,Pediatrics;Cardiology,"7032 Washington Ave, Tampa, TN 83659",Aetna;Humana,True,https://www.taylor48.healthclinic.com,771-567-6065,733-625-3438,3.46
Mary,E,Brown,32,F,"7695 Pine Rd, Tampa, GA 49352",7527582305,2009-09-06,Hindi,Orthopedics,"7290 Elm St, Atlanta, GA 22249",Humana;BlueCross;Cigna;Kaiser,False,https://www.brown20.medcare.org,869-271-4543,703-252-4837,2.79
John,M,Williams,39,F,"6370 Pine Rd, Atlanta, NC 41064",7212411549,2019-01-03,Mandarin;Portuguese,Oncology,"1770 Hillcrest Rd, Raleigh, FL 69569",UnitedHealth;Kaiser,True,https://www.williams2.familydocs.net,798-390-8287,787-252-3963,4.45
Jessica,V,Brown,51,F,"1355 Pine Rd, Nashville, FL 68888",6167941086,2013-10-22,French;English;Portuguese,Oncology,"3739 Sunset Blvd, Raleigh, GA 75874",Humana;Kaiser;Cigna,True,https://www.brown22.healthclinic.com,269-878-2416,754-974-4316,4.81
Elizabeth,A,Miller,51,F,"2876 Elm St, Austin, FL 71342",7656308257,2007-11-20,English;French;Arabic,Orthopedics;Urology,"1717 Elm St, Miami, GA 11861",Kaiser;Aetna;Cigna,False,https://www.miller37.caregroup.com,927-985-9615,715-752-3854,3.36
David,E,Jones,34,M,"3073 Washington Ave, Miami, FL 87305",6221176118,2005-04-19,Hindi,Psychiatry;Oncology,"5698 Hillcrest Rd, Miami, TN 90802",Humana;Cigna;BlueCross,False,https://www.jones70.caregroup.com,770-676-9014,448-786-7455,4.45
Susan,P,Anderson,55,M,"9738 Lakeview Dr, Austin, GA 14801",3979928077,2011-07-29,German;Mandarin,Neurology;Radiology,"6653 Elm St, Nashville, NC 60456",UnitedHealth;Aetna,True,https://www.anderson30.healthclinic.com,219-696-2424,366-538-9996,3.35
Mary,D,Gonzalez,36,M,"9618 Cedar Ln, Nashville, NC 15286",7540448660,2016-09-02,Portuguese;English;Spanish,Oncology,"2726 Lakeview Dr, Tampa, FL 69122",Humana;Kaiser;UnitedHealth;BlueCross,True,https://www.gonzalez16.medcare.org,573-584-3470,201-245-2705,3.46
Robert,S,Martinez,35,M,"2602 Sunset Blvd, Charlotte, FL 47781",6854955654,2006-02-05,German,Radiology,"606 Oak St, Orlando, TN 22868",UnitedHealth;Cigna;BlueCross;Kaiser,True,https://www.martinez55.familydocs.net,630-255-9106,995-421-2030,4.26
Jessica,D,Martin,66,M,"6333 Lakeview Dr, Miami, TX 18500",8911879381,2022-07-03,Arabic,Neurology;Pediatrics,"2789 Elm St, Dallas, GA 84431",UnitedHealth;Aetna;Cigna,False,https://www.martin72.healthclinic.com,865-695-2505,483-573-2636,2.72
John,P,Rodriguez,52,F,"6272 Lakeview Dr, Atlanta, TN 97781",4290655189,2022-08-25,French;German,Urology,"5892 Washington Ave, Miami, FL 22174",UnitedHealth;Cigna;BlueCross;Aetna,True,https://www.rodriguez54.medcare.org,779-281-6496,288-387-4052,3.37
William,K,Thomas,52,M,"7007 Maple Ave, Tampa, FL 40018",8584527841,2022-08-11,German;Spanish,Urology;Dermatology,"3903 Lakeview Dr, Raleigh, TX 78416",Humana;Kaiser,True,https://www.thomas67.healthclinic.com,399-316-6722,799-715-9687,3.12
